AREA,AREA_TITLE,AREA_TYPE,OCC_CODE,OCC_TITLE,O_GROUP,A_MEAN,A_MEDIAN,A_PCT25,A_PCT75,TOT_EMP
10180,"Abilene, TX",4,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,58130,60530,47900,66160,150
10180,"Abilene, TX",4,49-3093,Tire Repairers and Changers,detailed,35690,33330,30060,38450,130
10180,"Abilene, TX",4,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,50750,47540,38290,58920,230
10180,"Abilene, TX",4,49-9041,Industrial Machinery Mechanics,detailed,55990,52220,45330,63750,270
10180,"Abilene, TX",4,49-9051,Electrical Power-Line Installers and Repairers,detailed,75060,75250,60630,95790,80
10180,"Abilene, TX",4,49-9071,"Maintenance and Repair Workers, General",detailed,41120,38740,31140,46700,840
10180,"Abilene, TX",4,49-9081,Wind Turbine Service Technicians,detailed,62270,59750,59750,72180,110
10180,"Abilene, TX",4,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,33080,30580,28710,37420,80
10180,"Abilene, TX",4,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,43840,42050,36180,49250,70
10180,"Abilene, TX",4,51-0000,Production Occupations,major,41900,38180,29210,48480,2830
10180,"Abilene, TX",4,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,60180,57330,43870,74300,270
10180,"Abilene, TX",4,51-2090,Miscellaneous Assemblers and Fabricators,detailed,40740,38070,32550,45960,210
10180,"Abilene, TX",4,51-3011,Bakers,detailed,31840,31220,26800,35410,70
10180,"Abilene, TX",4,51-3021,Butchers and Meat Cutters,detailed,37810,37090,28620,43530,40
10180,"Abilene, TX",4,51-3092,Food Batchmakers,detailed,30090,28480,28480,33380,190
10180,"Abilene, TX",4,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,40600,39520,39520,39610,30
10180,"Abilene, TX",4,51-4041,Machinists,detailed,55070,55610,45110,62540,100
10180,"Abilene, TX",4,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,48660,46340,45020,54120,290
10180,"Abilene, TX",4,51-5112,Printing Press Operators,detailed,34880,33290,27360,39310,50
10180,"Abilene, TX",4,51-6011,Laundry and Dry-Cleaning Workers,detailed,30430,28300,23020,31150,170
10180,"Abilene, TX",4,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,46580,45200,41880,50610,110
10180,"Abilene, TX",4,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,47820,45290,36750,59970,190
10180,"Abilene, TX",4,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,26290,21540,21540,30860,270
10180,"Abilene, TX",4,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,45180,44690,35930,48720,60
10180,"Abilene, TX",4,51-9161,Computer Numerically Controlled Tool Operators,detailed,45650,46140,35860,55000,40
10180,"Abilene, TX",4,51-9198,Helpers--Production Workers,detailed,32780,31310,28290,33910,80
10180,"Abilene, TX",4,51-9199,"Production Workers, All Other",detailed,36300,30020,29680,35350,60
10180,"Abilene, TX",4,53-0000,Transportation and Material Moving Occupations,major,42120,37130,30850,47560,5640
10180,"Abilene, TX",4,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,58260,52090,43420,67270,290
10180,"Abilene, TX",4,53-3031,Driver/Sales Workers,detailed,38390,35180,28270,44860,220
10180,"Abilene, TX",4,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,55330,51680,43910,62620,1200
10180,"Abilene, TX",4,53-3033,Light Truck Drivers,detailed,41130,37400,31200,45570,430
10180,"Abilene, TX",4,53-3051,"Bus Drivers, School",detailed,45220,46530,40760,46530,120
10180,"Abilene, TX",4,53-3052,"Bus Drivers, Transit and Intercity",detailed,36790,36020,31230,36020,50
10180,"Abilene, TX",4,53-3053,Shuttle Drivers and Chauffeurs,detailed,34850,33850,30080,39560,80
10180,"Abilene, TX",4,53-6021,Parking Attendants,detailed,28300,28610,26490,30170,30
10180,"Abilene, TX",4,53-6031,Automotive and Watercraft Service Attendants,detailed,30590,29660,26840,33800,120
10180,"Abilene, TX",4,53-6032,Aircraft Service Attendants,detailed,35560,35540,31950,38760,30
10180,"Abilene, TX",4,53-7051,Industrial Truck and Tractor Operators,detailed,39130,36560,30330,45340,210
10180,"Abilene, TX",4,53-7061,Cleaners of Vehicles and Equipment,detailed,29740,27670,23820,33680,220
10180,"Abilene, TX",4,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,34450,34190,28970,41570,850
10180,"Abilene, TX",4,53-7064,"Packers and Packagers, Hand",detailed,25570,24080,19700,26670,180
10180,"Abilene, TX",4,53-7065,Stockers and Order Fillers,detailed,35270,34960,31860,37190,1290
10180,"Abilene, TX",4,53-7073,Wellhead Pumpers,detailed,54060,57820,43850,67230,60
10380,"Aguadilla, PR",4,00-0000,All Occupations,total,32480,23120,20190,33620,48300
10380,"Aguadilla, PR",4,11-0000,Management Occupations,major,84370,72630,48950,104100,1730
10380,"Aguadilla, PR",4,11-1011,Chief Executives,detailed,100550,84190,77290,122520,120
10380,"Aguadilla, PR",4,11-1021,General and Operations Managers,detailed,86330,69910,51840,90400,350
10380,"Aguadilla, PR",4,11-2021,Marketing Managers,detailed,102640,72280,62500,116250,30
10380,"Aguadilla, PR",4,11-2022,Sales Managers,detailed,96560,74240,59080,107790,50
10380,"Aguadilla, PR",4,11-3012,Administrative Services Managers,detailed,68640,59710,40570,83820,160
10380,"Aguadilla, PR",4,11-3021,Computer and Information Systems Managers,detailed,94900,78030,64300,117670,60
10380,"Aguadilla, PR",4,11-3031,Financial Managers,detailed,82800,72450,49340,107700,130
10380,"Aguadilla, PR",4,11-3051,Industrial Production Managers,detailed,130620,136820,81420,167080,60
10380,"Aguadilla, PR",4,11-3071,"Transportation, Storage, and Distribution Managers",detailed,84170,79620,42940,124580,60
10380,"Aguadilla, PR",4,11-3121,Human Resources Managers,detailed,72290,63660,48950,78250,50
10380,"Aguadilla, PR",4,11-9021,Construction Managers,detailed,67650,69560,55300,79560,60
10380,"Aguadilla, PR",4,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,68720,78350,61030,81270,90
10380,"Aguadilla, PR",4,11-9033,"Education Administrators, Postsecondary",detailed,69590,60030,41230,88570,**
10380,"Aguadilla, PR",4,11-9039,"Education Administrators, All Other",detailed,118870,120620,101070,150180,50
10380,"Aguadilla, PR",4,11-9041,Architectural and Engineering Managers,detailed,124060,119510,98160,137050,60
10380,"Aguadilla, PR",4,11-9051,Food Service Managers,detailed,43070,35970,34950,45630,40
10380,"Aguadilla, PR",4,11-9111,Medical and Health Services Managers,detailed,66970,56510,45710,86580,40
10380,"Aguadilla, PR",4,11-9151,Social and Community Service Managers,detailed,52550,42280,31190,59090,30
10380,"Aguadilla, PR",4,11-9199,"Managers, All Other",detailed,89190,72850,40670,127520,120
10380,"Aguadilla, PR",4,13-0000,Business and Financial Operations Occupations,major,43370,34500,26640,49940,2560
10380,"Aguadilla, PR",4,13-1020,Buyers and Purchasing Agents,detailed,32170,22060,20570,38010,320
10380,"Aguadilla, PR",4,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,65620,74960,40840,93220,60
10380,"Aguadilla, PR",4,13-1041,Compliance Officers,detailed,45620,36040,24810,44120,310
10380,"Aguadilla, PR",4,13-1071,Human Resources Specialists,detailed,41110,34180,26170,48130,160
10380,"Aguadilla, PR",4,13-1111,Management Analysts,detailed,63300,57980,37320,79420,90
10380,"Aguadilla, PR",4,13-1121,"Meeting, Convention, and Event Planners",detailed,38980,25730,20600,60280,70
10380,"Aguadilla, PR",4,13-1151,Training and Development Specialists,detailed,40310,36670,31210,47490,40
10380,"Aguadilla, PR",4,13-1161,Market Research Analysts and Marketing Specialists,detailed,49810,41650,27260,62760,80
10380,"Aguadilla, PR",4,13-1199,"Business Operations Specialists, All Other",detailed,49450,38270,33450,61960,310
10380,"Aguadilla, PR",4,13-2011,Accountants and Auditors,detailed,36550,31600,26640,41180,540
10380,"Aguadilla, PR",4,13-2051,Financial and Investment Analysts,detailed,68410,64440,56340,80120,50
10380,"Aguadilla, PR",4,13-2072,Loan Officers,detailed,34600,31710,28260,35590,80
10380,"Aguadilla, PR",4,15-0000,Computer and Mathematical Occupations,major,55430,46560,32120,71140,720
10380,"Aguadilla, PR",4,15-1211,Computer Systems Analysts,detailed,65370,62650,48000,76000,30
10380,"Aguadilla, PR",4,15-1231,Computer Network Support Specialists,detailed,72730,76170,52070,81010,**
10380,"Aguadilla, PR",4,15-1232,Computer User Support Specialists,detailed,36160,33370,26540,44770,250
10380,"Aguadilla, PR",4,15-1244,Network and Computer Systems Administrators,detailed,51270,46890,34010,59640,40
10380,"Aguadilla, PR",4,15-1252,Software Developers,detailed,77700,77370,54030,101250,120
10380,"Aguadilla, PR",4,15-1299,"Computer Occupations, All Other",detailed,67350,60570,30880,96950,40
10380,"Aguadilla, PR",4,17-0000,Architecture and Engineering Occupations,major,72750,66260,46240,93260,830
10380,"Aguadilla, PR",4,17-2051,Civil Engineers,detailed,63720,57690,40340,63510,110
10380,"Aguadilla, PR",4,17-2061,Computer Hardware Engineers,detailed,98920,103400,83360,107940,150
10380,"Aguadilla, PR",4,17-2112,Industrial Engineers,detailed,83420,81540,62420,98800,250
10380,"Aguadilla, PR",4,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,54770,47610,37140,59860,40
10380,"Aguadilla, PR",4,17-3026,Industrial Engineering Technologists and Technicians,detailed,47100,46240,39150,48770,80
10380,"Aguadilla, PR",4,19-0000,"Life, Physical, and Social Science Occupations",major,54420,44940,36190,72550,390
10380,"Aguadilla, PR",4,19-3034,School Psychologists,detailed,90890,93040,93040,93040,60
10380,"Aguadilla, PR",4,19-4031,Chemical Technicians,detailed,32920,32920,25260,35810,40
10380,"Aguadilla, PR",4,19-5011,Occupational Health and Safety Specialists,detailed,46710,41960,33020,61730,50
10380,"Aguadilla, PR",4,21-0000,Community and Social Service Occupations,major,39260,33290,24860,51950,470
10380,"Aguadilla, PR",4,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,54480,56610,40800,63660,80
10380,"Aguadilla, PR",4,21-1021,"Child, Family, and School Social Workers",detailed,47340,51480,27770,60400,150
10380,"Aguadilla, PR",4,21-1022,Healthcare Social Workers,detailed,28480,28600,21870,35420,50
10380,"Aguadilla, PR",4,21-1093,Social and Human Service Assistants,detailed,28650,27690,24390,33730,130
10380,"Aguadilla, PR",4,23-0000,Legal Occupations,major,*,*,*,*,90
10380,"Aguadilla, PR",4,23-1011,Lawyers,detailed,*,*,*,*,60
10380,"Aguadilla, PR",4,25-0000,Educational Instruction and Library Occupations,major,47030,49540,27370,58500,3480
10380,"Aguadilla, PR",4,25-2011,"Preschool Teachers, Except Special Education",detailed,31490,30030,27280,30330,180
10380,"Aguadilla, PR",4,25-2012,"Kindergarten Teachers, Except Special Education",detailed,56770,58590,49710,60690,230
10380,"Aguadilla, PR",4,25-2021,"Elementary School Teachers, Except Special Education",detailed,45710,49420,27630,59460,420
10380,"Aguadilla, PR",4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,49780,49810,49000,58210,280
10380,"Aguadilla, PR",4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,50010,56860,49130,57680,550
10380,"Aguadilla, PR",4,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,56420,56250,49190,59000,100
10380,"Aguadilla, PR",4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,58430,57830,56230,59300,110
10380,"Aguadilla, PR",4,25-2057,"Special Education Teachers, Middle School",detailed,60120,58580,57140,62720,70
10380,"Aguadilla, PR",4,25-2058,"Special Education Teachers, Secondary School",detailed,57960,56900,56730,59900,140
10380,"Aguadilla, PR",4,25-2059,"Special Education Teachers, All Other",detailed,48660,49560,28220,69330,40
10380,"Aguadilla, PR",4,25-3021,Self-Enrichment Teachers,detailed,43390,48410,29790,49270,40
10380,"Aguadilla, PR",4,25-3041,Tutors,detailed,33140,19760,19760,19760,30
10380,"Aguadilla, PR",4,25-3099,"Teachers and Instructors, All Other",detailed,57080,59250,48600,61170,240
10380,"Aguadilla, PR",4,25-4022,Librarians and Media Collections Specialists,detailed,59850,57810,50270,70710,70
10380,"Aguadilla, PR",4,25-9031,Instructional Coordinators,detailed,29280,26370,24190,33660,50
10380,"Aguadilla, PR",4,25-9044,"Teaching Assistants, Postsecondary",detailed,40760,35740,29120,46920,80
10380,"Aguadilla, PR",4,25-9045,"Teaching Assistants, Except Postsecondary",detailed,23690,22570,21330,24030,450
10380,"Aguadilla, PR",4,25-9099,"Educational Instruction and Library Workers, All Other",detailed,34980,29810,25520,39310,30
10380,"Aguadilla, PR",4,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,38670,30180,21100,56040,290
10380,"Aguadilla, PR",4,27-1024,Graphic Designers,detailed,25850,21680,21100,26470,50
10380,"Aguadilla, PR",4,27-2022,Coaches and Scouts,detailed,44930,49660,22930,61760,100
10380,"Aguadilla, PR",4,29-0000,Healthcare Practitioners and Technical Occupations,major,*,*,*,*,2220
10380,"Aguadilla, PR",4,29-1051,Pharmacists,detailed,91300,100490,63660,107870,140
10380,"Aguadilla, PR",4,29-1141,Registered Nurses,detailed,35210,32090,31800,36640,710
10380,"Aguadilla, PR",4,29-1151,Nurse Anesthetists,detailed,65670,67640,64510,67640,40
10380,"Aguadilla, PR",4,29-2010,Clinical Laboratory Technologists and Technicians,detailed,34320,32450,22700,36960,160
10380,"Aguadilla, PR",4,29-2034,Radiologic Technologists and Technicians,detailed,28310,27290,23370,30920,50
10380,"Aguadilla, PR",4,29-2042,Emergency Medical Technicians,detailed,21040,20650,20380,21070,30
10380,"Aguadilla, PR",4,29-2043,Paramedics,detailed,23500,21920,20790,26260,110
10380,"Aguadilla, PR",4,29-2052,Pharmacy Technicians,detailed,24500,22480,21340,23910,550
10380,"Aguadilla, PR",4,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,23280,21860,19760,23440,80
10380,"Aguadilla, PR",4,29-2072,Medical Records Specialists,detailed,24470,24960,19760,24960,50
10380,"Aguadilla, PR",4,29-2081,"Opticians, Dispensing",detailed,27930,26680,23660,29950,70
10380,"Aguadilla, PR",4,31-0000,Healthcare Support Occupations,major,22500,20560,19760,22090,950
10380,"Aguadilla, PR",4,31-1120,Home Health and Personal Care Aides,detailed,21070,19760,19760,20770,500
10380,"Aguadilla, PR",4,31-2021,Physical Therapist Assistants,detailed,24340,23080,21470,24950,40
10380,"Aguadilla, PR",4,31-9091,Dental Assistants,detailed,22630,21910,21580,22150,150
10380,"Aguadilla, PR",4,31-9092,Medical Assistants,detailed,31190,30930,30930,30930,**
10380,"Aguadilla, PR",4,31-9095,Pharmacy Aides,detailed,25850,26300,23430,28620,60
10380,"Aguadilla, PR",4,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,21490,21430,19760,23710,40
10380,"Aguadilla, PR",4,31-9097,Phlebotomists,detailed,24720,21100,20620,28030,50
10380,"Aguadilla, PR",4,33-0000,Protective Service Occupations,major,31050,19950,19760,26470,1130
10380,"Aguadilla, PR",4,33-1012,First-Line Supervisors of Police and Detectives,detailed,39830,32280,26780,34340,40
10380,"Aguadilla, PR",4,33-3051,Police and Sheriff's Patrol Officers,detailed,25630,26500,22160,28900,110
10380,"Aguadilla, PR",4,33-9032,Security Guards,detailed,20880,19950,19760,20230,720
10380,"Aguadilla, PR",4,33-9093,Transportation Security Screeners,detailed,56960,59950,59950,63960,60
10380,"Aguadilla, PR",4,33-9099,"Protective Service Workers, All Other",detailed,21750,19760,19760,23190,40
10380,"Aguadilla, PR",4,35-0000,Food Preparation and Serving Related Occupations,major,23140,20490,19760,23530,4810
10380,"Aguadilla, PR",4,35-1011,Chefs and Head Cooks,detailed,35560,35570,29250,39210,40
10380,"Aguadilla, PR",4,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,26580,24460,21680,28730,440
10380,"Aguadilla, PR",4,35-2011,"Cooks, Fast Food",detailed,21400,20800,20290,21330,310
10380,"Aguadilla, PR",4,35-2012,"Cooks, Institution and Cafeteria",detailed,25920,25010,19990,27960,480
10380,"Aguadilla, PR",4,35-2014,"Cooks, Restaurant",detailed,23920,22360,21190,26550,690
10380,"Aguadilla, PR",4,35-2021,Food Preparation Workers,detailed,20710,20070,19760,20600,310
10380,"Aguadilla, PR",4,35-3011,Bartenders,detailed,22110,19760,19760,23900,190
10380,"Aguadilla, PR",4,35-3023,Fast Food and Counter Workers,detailed,20300,20070,19760,20330,1340
10380,"Aguadilla, PR",4,35-3031,Waiters and Waitresses,detailed,25290,20580,19760,29010,810
10380,"Aguadilla, PR",4,35-9021,Dishwashers,detailed,20240,19870,19760,20320,60
10380,"Aguadilla, PR",4,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,22810,20060,19940,20240,**
10380,"Aguadilla, PR",4,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,23070,20200,19760,22070,2060
10380,"Aguadilla, PR",4,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,23480,19760,19760,25210,140
10380,"Aguadilla, PR",4,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,24290,23490,23490,24500,30
